label,ID,中成药名,汉语拼音,成份,功能主治,所属类别,有效期,批准文号,孕妇及哺乳期妇女用药,贮藏,委托方企业,不良反应,用法用量,禁忌,包装,儿童用药,药物过量,规格,执行标准,临床试验,药物相互作用,注意事项,生产地址,警示语,生产企业,老年患者用药
medicine,658,养阴降糖颗粒,YangYinJiangTangKeLi,地黃、玄参、枸杞子、玉竹、葛根、知母、黃芪、党参、五味子、牡丹皮、虎杖、川芎。,养阴益气，清热活血。用于糖尿病。,中成药>>其他,24  月,国药准字Z20090278,,密封。,,,"口服。一次1袋,一日3次。",,,,,,,,如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。,1.服药期间必须配合饮食调节。2.请将此药品放在儿童不能接触的地方。,,,四川省通园制药集团有限公司【企业名称】四川省通园制药集团有限公司,
medicine,673,益津降糖胶囊,YiJinJiangTangJiaoNang,人参、白术、茯苓、仙人掌、甘草。,健脾益气，生津止渴。用于气阴两虚型消渴病，证见；乏力自汗，口渴喜饮，多尿，多食善饥，舌苔花剥，少津，脉细少力，及Ⅱ型糖尿病见上述证候者。,中成药>>其他,24个月,国药准字Z20010086,,密封，阴凉干燥处,,,口服，一次5粒，一日4次，饭前和晚上睡前服用。或遵医嘱。,,每瓶装60或100粒。,,,每粒装0.4g,,,如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。,1.肝昏迷、尿毒症、低血糖、糖尿病酮症患者遵医嘱使用。2.精神方面:(1)要心胸开阔，不要生气、发怒，不要着急上火。(2)应适当锻炼，早晚做些运动，但不要过累。(3)生活起居要有规律。3.饮食:(1)禁用各种高糖、高脂肪食物：①糖及糖制品②猪肥肉和大油③淀粉类食物，如地瓜、土豆、粉条、淀粉、藕粉④甜的水果及水果罐头⑤烟、酒、饮料⑥激素类药物。(2)宜吃食物：①豆制品②花生③各种蛋类④牛肉、羊肉、猪瘦肉、鸡、鸭肉⑤各种水产品及海产品⑥各种蔬菜如：黄瓜、芹菜、菠菜、白菜、,,,佐今明制药股份有限公司【企业名称】佐今明制药股份有限公司,
medicine,674,益津降糖颗粒,YiJinJiangTangKeLi,人参、白术（炒）、茯苓、仙人掌、甘草。,健脾益气、生津止渴。用于气阴两虚型消渴病。症见乏力自汗，口渴喜饮，多尿，多食善饥，舌苔花剥，少津，脉细弱；2型糖尿病见上述证候者。,中成药>>其他,24个月,国药准字Z20020063,孕妇慎用。,密封，阴凉干燥处,吉林延边朝药药业有限公司【企业名称】吉林延边朝药药业有限公司【地址】吉林省龙井市工农路1188号,轻微胃肠道刺激，偶见恶心等胃部不适。,口服，一次5g，一日3次，饭前服用或遵医嘱。12周为一疗程。,孕妇慎用。,盒装,,,每袋装5g,,,如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。,有肠胃疾患者慎用。,,,吉林延边朝药药业有限公司【企业名称】吉林延边朝药药业有限公司【地址】吉林省龙井市工农路1188号,
medicine,675,益津降糖口服液,YiJinJiangTangKouFuYe,人参、白术、茯苓、仙人掌、甘草。,健脾益气，生津止渴。用于气阴两虚引起的消渴病，症见：乏力自汗，口渴喜饮，多尿，多食善饮，舌苔花剥，少津，脉细少力及Ⅱ型糖尿病见上述证候者。,中成药>>其他,18个月,国药准字Z10930037,孕妇慎用。,密封，阴凉干燥处,,偶见恶心，呕吐、头晕。,口服，一次20ml，一日3次，饭前服用或遵医嘱。,,,,,每支装10ml,,,如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。,1.偶见恶心，呕吐、头晕；2.孕妇慎用；3.久置药液微有黄色沉淀，振摇后可重新混匀，不影响疗效。,,,吉林敖东延边药业股份有限公司【企业名称】吉林敖东延边药业股份有限公司【地址】吉林省敦化市敖东大街2158号【邮编】133700【省份/国家】吉林省【电话】（0433）6223692  6233277【传真】（0433）6222114,
medicine,679,益气生津茶,YiQiShengJinCha,西洋参、玉竹、麦冬、枸杞子、石斛、玄参、砂仁、佛手。,益气养阴，生津止渴。用于气阴两虚症糖尿病的辅助治疗，可改善口渴喜饮，多食易饥，溲赤便秘，神疲乏力，五心烦热，自汗盗汗等症状。,中成药>>其他,24个月。,国药准字B20021074,,密封。,,有个别患者出现腹泻现象。,开水泡服。一次1-2袋（5-10g），一日2次。,,茶叶滤纸与药品包装用复合膜，每袋装5克。,,,每袋装5g。,国家食品药品监督管理局标准(试行)WS-6054（B-1054）-2002,,,1.在医生指导下用药。2.脾胃虚弱，便溏者慎用。3.孕妇忌用。4.危重病人慎服。,,有个别患者出现腹泻现象,北京国医堂制药有限公司【企业名称】北京国医堂制药有限公司【地址】北京市平谷区王辛庄镇乐园路21号【邮编】101209【省份/国家】北京【电话】010-84473807【传真】010-84473527【主页】www.gytzy.com,
medicine,695,益阴消渴胶囊,YiYinXiaoKeJiaoNang,野苦瓜、葛根、荔枝核、山药。,傣医补塔喃别菲，兵优汪，优响，多约多温。中医益气养阴，清热生津。用于气阴不足所致的消渴，以及Ⅱ型糖尿病见上述证候者。,中成药>>其他,1.5年。,国药准字Z20025428,,密封，置阴凉干燥处。,,,口服，一次2～3粒，一日3次；或遵医嘱。,,,,,每粒装0.5g,,,,定期复查血糖。,,,云南名扬药业有限公司【企业名称】云南名扬药业有限公司【地址】昆明市北京路152号中明大厦4楼【省份/国家】云南省,
medicine,700,玉兰降糖胶囊,YuLanJiangTangJiaoNang,蓝花参、玉竹、牛蒡子、桑叶、半枝莲、青箱子、黄芩。,苗医怡渥汗吴苯，曲靳挡嘎候。陡科欠罗。阶索干罗欧，卡欧豪凹诖，坳瓦罗岗蛙。中医清热养阴，生津止渴。用于阴虚内热所致的消渴病，2型糖尿病及并发症的改善。,中成药>>其他,1.5年。,国药准字Z20025122,,密封。,,,口服，一次3～5粒，一日3次；饭前服用。,,,,,每粒装0.3g,,,,忌食辛辣，酒类；定期复查血糖。,,,贵州健兴药业有限公司【企业名称】贵州健兴药业有限公司【地址】贵阳高新技术开发区高新路228号【邮编】550018【省份/国家】贵州省【电话】0851-6221333【传真】0851-6221433、6221010【主页】www.gzjxyy.com,
medicine,701,玉蓝降糖胶囊,YuLianJiangTangJiaoNang,黄芩、桑叶、牛蒡子、蓝花参、半枝莲、假万寿竹根、青葙子。,清热养阴，生津止渴。用于阴虚内热所致的消渴病，2型糖尿病及并发症的改善。,中成药>>其他,24个月,国药准字Z20025122,,密封，阴凉干燥处。,,,口服，一次3-5粒，一日3次；饭前服用。,,0.3g*45粒/盒,,,每粒装0.3g,,,如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。,忌食辛辣，酒类；定期复查血糖。,,请仔细阅读药品说明书并按说明书使用或在医师指导下购买和使用,贵州健兴药业有限公司【企业名称】贵州健兴药业有限公司【地址】贵阳高新技术开发区高新路228号【邮编】550018【省份/国家】贵州省【电话】0851-6221333【传真】0851-6221433、6221010【主页】www.gzjxyy.com,
medicine,702,玉苓消渴茶,YuLingXiaoKeCha,南瓜、甜叶菜、茯苓、绞股蓝、玉竹、女贞子。,苗医怡渥汁吴苯，曲靳挡嘎候陡科大罗，仰溪秀切，罗欧买乃，卡欧，坳瓦罗岗蛙。中医益气养阴、生津止渴。用于气阴不足所致2型糖尿病引起的口渴多饮，消瘦乏力，尿频量多等症。,中成药>>其他,1.5年。,国药准字Z20025899,,密封。,贵州特色制药有限责任公司【企业名称】贵州特色制药有限责任公司,,开水泡服，一次3g，一日3次。,,,,,每袋装3g,,,,应配合其它降糖等治疗，本品仅作为改善临时状用药。,,,贵州特色制药有限责任公司【企业名称】贵州特色制药有限责任公司,
medicine,703,玉泉胶囊,YuQuanJiaoNang,天花粉、葛根、麦冬、人参、茯苓、乌梅、黄芪、甘草、地黄、五味子。,养阴益气，生津止渴，清热除烦。主治气阴不足，口渴多饮、消食善饥;糖尿病属上述症候者。,中成药>>内科用药>>扶正剂>>益气养阴,24个月,国药准字Z20080280,,,,,口服。一次4粒，一日4次。,孕妇禁忌。,铝塑板。8粒/板×3板/盒。,,,每粒装0.6g,国家食品药品监督管理局标准YBZ06642008《中国药典》2020年版一部,,,定期复查血糖。,,,北京诚济制药股份有限公司【企业名称】北京诚济制药股份有限公司,
medicine,704,玉泉颗粒,YuQuanKeLi,天花粉、葛根、人参、麦冬、地黄、黄芪、茯苓、乌梅、甘草、五味子。,养阴益气，生津止渴，清热除烦。主治气阴不足，口渴多饮，消食善饥；糖尿病属上述证候者。,中成药>>内科用药>>扶正剂>>益气养阴,1.5年。,国药准字Z20026664,,密封。,北京同仁堂天然药物（唐山）有限公司【企业名称】北京同仁堂天然药物（唐山）有限公司【地址】河北玉田高新技术园区【邮编】064100【省份/国家】河北省【电话】（0315）6197555【传真】（0315）6151676【主页】www.tongrentangtryw.com,,开水冲服，一次5g，一日4次。,孕妇忌服。,,,,每袋装5g,,,,定期复查血糖。,,,,
medicine,705,玉泉片,YuQuanPian,人参、麦冬、五味子、天花粉、地黄、黄芪、乌梅、葛根、茯苓、甘草。,生津止渴，清热除烦，养阴益气。主治气阴不足，口渴多饮，消食善饥，糖尿病属上述证候者。,中成药>>其他,暂定1.5年,,,密封，置阴凉干燥处。,,,口服，一次4片，一日4次。,,聚酯瓶包装。每瓶装32片。,,,每片重0.65g,,,,,,,陕西华西制药股份有限公司【企业名称】陕西华西制药股份有限公司【地址】宝鸡高新技术产业开发区高新大道56号【省份/国家】陕西省【主页】http://www.bjhuaxi.com,
medicine,706,玉泉丸,YuQuanWan,葛根、天花粉、地黄、麦冬、五味子、甘草。,养阴生津，止渴除烦，益气中和。用于治疗因胰岛功能减退而引起的物质代谢、碳水化合物代谢紊乱，血糖升高之糖尿病（亦称消渴症），肺胃肾阴亏损，热病后期。,中成药>>内科用药>>扶正剂>>益气养阴,36个月。,国药准字Z51021085,,密闭，防潮。,,曾有服用后偶见腹泻、腹胀、稀便的报道。,"口服。一次6g,一日4次；七岁以上小儿一次3g，三至七岁小儿一次2g。",孕妇忌用。,固体药用塑料瓶，60g/瓶/盒。,,,每10丸重1.5g,《中华人民共和国卫生部药品标准》中药成方制剂第二十册 标准编号：WS3-B-3802-98,,,1.属阴阳两虚消渴者慎用。2.本品性凉滋腻，脾胃虚弱、腕腹胀满、食少便溏者慎用。3.服药期间忌食肥甘、辛辣之品，控制饮食，注意合理的饮食结构；忌烟酒。4.服用本品偶见腹泻，停药后可缓解；偶见腹胀、稀便，不需停药，继续服用，症状消失。5.避免长期精神紧张；适当进行体育活动。6.对重症病例，应合用其他降糖药物治疗，以防病情加重。7.在治疗过程中，尤其是与西药降糖药联合用药时，要及时监测血糖，避免低血糖反应发生。8.注意早期防治各种并发症，如糖尿病脑病、糖尿病心病、糖尿病肾病等，以防止病情的恶化。,,,成都九芝堂金鼎药业有限公司【企业名称】成都九芝堂金鼎药业有限公司【地址】成都市跳蹬河北路84号【省份/国家】四川省,
medicine,707,愈三消胶囊,YuSanXiaoJiaoNang,黄芪、地黄、熟地黄、麦冬、天冬、玄参、五味子、淫羊藿（制）、丹参、红花、当归、黄连、知母、党参、天花粉、红参、鹿茸。,养阴生津，益气活血。用于轻、中度II型糖尿病属气阴两虚挟瘀症者，证见：口渴喜饮，易饥多食，疲倦乏力，自汗盗汗，舌质暗，有瘀斑，脉细数等。,中成药>>其他,24个月。,国药准字Z10960049,,密封。,,,饭前口服，一次8粒，一日3次。疗程3个月或遵医嘱。,,铝塑包装；20粒X4板／盒。,,,每粒装0.4g。,国家食品药品监督管理局标准WS3-252(Z-045)-2001(Z)-2003,,,(1)少数患者服用后可出现上腹不适，恶心，一般可自行缓解。(2)孕妇忌服；病情属阴虚火旺者不宜服用。,,,吉林省辉南长龙生化药业股份有限公司【企业名称】吉林省辉南长龙生化药业股份有限公司【地址】吉林省辉南县朝阳镇北山街31号【邮编】135100【省份/国家】吉林省【电话】0435-8213822【传真】0435-8213822【主页】WWW.JLCHANGLONG.COM,
medicine,708,玉液消渴冲剂,YuYeXiaoKeChongJi,黄芪、葛根、山药、知母、天花粉、鸡内金、五味子、太子参。,益气滋阴。用于糖尿病消渴乏力，口渴多饮，多尿症。,中成药>>其他,24个月,国药准字Z44022044,请咨询医师或药师,密封。,,,口服。一次1袋，一日3次。,,内包装为药用复合膜袋，每盒6袋。,请咨询医师或药师，必须在成人监护下使用,,每袋装15g,部颁标准《中药成方制剂》第五册WS3-B-0909-91,,如需与本药合用，请咨询医师或药师,,,请仔细阅读药品说明书并按说明书使用或在医师指导下购买和使用,广州嘉禾制药有限公司【企业名称】广州嘉禾制药有限公司【地址】广州从化市旧飞机场【省份/国家】广东省,请咨询医师或药师
medicine,709,玉液消渴颗粒,YuYeXiaoKeKeLi,黄芪、葛根、山药、知母、天花粉、鸡内金、五味子、太子参。辅料为：木糖醇、糊精。,益气滋阴。用于糖尿病消渴乏力，口渴多饮，多尿症。,中成药>>其他,24个月。,国药准字Z11020482,,密封。,北京亚东生物制药有限公司【企业名称】北京亚东生物制药有限公司【地址】北京市昌平区科技园区富康路16号【邮编】102200【省份/国家】北京【电话】010-82883298   400-6100-238投诉电话：010-51655858【传真】010-82884004【主页】www.bjyadong.com,,口服。一次1袋，一日3次。,,复合膜袋装，每袋装15g。,,,每袋装15g,卫生部药品标准中药成方制剂第5册WS3—B—0909—91,,,1、当药品性状发生改变时禁止服用。            2、请将药品放于儿童不能接触的地方。,北京市昌平区科技园区富康路16号,,北京亚东生物制药有限公司【企业名称】北京亚东生物制药有限公司【地址】北京市昌平区科技园区富康路16号【邮编】102200【省份/国家】北京【电话】010-82883298   400-6100-238投诉电话：010-51655858【传真】010-82884004【主页】www.bjyadong.com,
medicine,710,振源胶囊,ZhenYuanJiaoNang,人参果总皂苷。,益气通脉，宁心安神，生津止渴。用于胸痹、心悸、不寐，消渴气虚证，症见胸痛胸闷，心悸不安，失眠健忘，口渴多饮，气短乏力;冠心病，心绞痛，心律失常，神经衰弱，II 型糖尿病见上述证候者。,中成药>>内科用药>>扶正剂>>益气养阴,36 个月。,国药准字 Z22026091,,密闭，防潮。,,,口服，一次 1～2 粒，一日 3 次。,忌与五灵脂、藜芦同服。,药品包装用复合膜，8 粒 × 3 板盒。,,,每粒装 0.25 g（含人参果总皂昔 25 mg）。,国家食品药品监督管理局国家药品标准 （试行），标准编号YBZ01122006,,如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。,"忌辛辣、生冷。油腻食物。感冒发热病人不宜服用。本品宜饭前服用。高血压、心脏病、糖尿病、肝病、肾病等慢性病患者应在医师指导下服用。儿童、孕妇应在医师指导下使用。服药2周症状无缓解,应去医院就诊。对本品过敏者禁用,过敏体质者慎用。本品性状发生改变时禁止使用。儿童必须在成人监护下使用。请将本品放在儿童不能接触的地方。如正在使用其他药品,使用本品前请咨询医师或药师。",,忌与五灵脂、藜芦同服。,吉林省集安益盛药业股份有限公司【企业名称】吉林省集安益盛药业股份有限公司【地址】集安市文化东路17-20号【邮编】134200【省份/国家】吉林省【电话】0435－6214563 6223963质管部电话或传真：0435－6236047【传真】0435－6216962 6222929【电子邮件】yisheng@yisheng-pharm.com【主页】www.yisheng-pharm.com,
medicine,711,振源软胶囊,ZhenYuanRuanJiaoNang,人参果实提取的皂苷。,滋补强壮，安神益智，增强免疫功能，调节内分泌和植物神经功能紊乱，增强心肌收缩力，提高心脏功能，保肝和抗肿瘤等作用。用于治疗冠心病，更年期综合症，久病体弱，神经衰弱，隐性糖尿病，亦可用于慢性肝炎和肿瘤的辅助治疗。,中成药>>其他,18个月。,国药准字Z20080202,,密封。,,,口服，一次1-2粒，一日3次。,忌与五灵脂、藜芦同服。,铝塑板。每盒装20粒。,,,每粒装0.4g,YBZ05202008,,,,,,北京同仁堂健康药业股份有限公司【企业名称】北京同仁堂健康药业股份有限公司【地址】北京市海淀区上地信息路2号上地国际科技创业园C栋3层【邮编】100085【省份/国家】北京【电话】010-65301010【传真】010-65911133【主页】www.trtjk.com,
medicine,713,止渴降糖胶囊,ZhiKeJiangTangJiaoNang,人参、黄芪、山药、地黄、山茱萸、猪胰脏粉、天花粉。,益气养阴，滋肾健脾。适用于气阴两虚、脾肾不足证糖尿病的辅助治疗，可改善口渴多饮、消谷善饥、尿多便干、倦怠乏力、心悸失眠、腰膝酸软、自汗盗汗、五心烦热等症状。,中成药>>其他,36个月。,国药准字B20020661,,密封，置阴凉干燥处。,,,口服。一次3粒，一日3次。,孕妇忌服。,铝塑板装，每板装10粒。,,,每粒装0.5g,国家药品监督管理局标准（试行）WS-5640(B-0640)-2002,,,在医生指导下用药。,北京市通州区永顺地区王家场村【邮编】100176,,北京同仁堂股份有限公司同仁堂制药厂【企业名称】北京同仁堂股份有限公司同仁堂制药厂【地址】北京市丰台区南三环中路20号【邮编】100179【省份/国家】北京【电话】（010）87632888【传真】（010）67615182【主页】www.tongrentangkj.com,
medicine,714,止渴养阴胶囊,ZhiKeYangYinJiaoNang,人参、黄芪、生地黄、山茱萸、山药、天花粉、猪胰脏粉。,益气养阴，滋肾健脾。用于Ⅱ型糖尿病属气阴两虚、脾肾不足证，症见：倦怠乏力，气短懒言，自汗盗汗，口干口渴，五心烦热，腰膝酸软，心悸失眠，溲赤或多尿，大便干结等。,中成药>>其他,18个月。,国药准字Z20080441,,密封。,,个别患者偶见胃痛、便秘。,口服。一次3粒，一日3次。疗程8周。,,铝塑包装。10粒／板。,,,每粒装0.5g,国家食品药品监督管理局标准YBZ08742008,本品经国家食品药品监督管理局(批件号2001ZL193)批准于2002年12月-2004年10月进行随机双盲、平行对照、多中心试验。Ⅱ期：试验组103例，脱落9例、剔除0例；对照组109例，脱落13例，剔除0例。Ⅲ期：试验组347例，脱落13例、剔除0例；对照组118例，脱落2例，剔除0例。,,　　l、服药期间定期检测血糖，并注意结合饮食控制和体育锻炼等方法综合治疗。　　2、对本品过敏或过敏体质者慎用。　　3、尚无研究数据支持本品可用于孕妇、哺乳期妇女，以及糖尿病酮症酸中毒及严重感染者。　　4、本品尚未进行过受试者空腹血糖≥13.9mmol／L和(或)餐后2小时血糖≥16.6mmol／L条件下的相关研究。,,,北京同仁堂股份有限公司同仁堂制药厂【企业名称】北京同仁堂股份有限公司同仁堂制药厂【地址】北京市丰台区南三环中路20号【邮编】100179【省份/国家】北京【电话】（010）87632888【传真】（010）67615182【主页】www.tongrentangkj.com,
medicine,757,氨杞康口服液,anqikangkoufuye,蚕蛹、枸杞子,益肾养阴，润燥清热。用于肝肾不足、肺燥阴虚所致的疲乏无力，头昏头晕，食欲不振，也可用于糖尿病、高脂血症见上述症状者。,中成药>>其他,二年,国药准字 B20021006,,密封，置阴凉处。,,,口服，一次 10～20 ml，一日 3 次。,,玻璃管制口服液瓶。10 ml × 20 支/盒。,,,每支装 10ml,,,,,,,,
medicine,778,复方南瓜养阴散,fufangnanguayangyinsan,复方南瓜养阴成方裸仁南瓜、丹参、黄芪、葛根、茯苓、仙鹤草、牡蛎、煅牡蛎、枸杞子、桑椹、糯米。,益气养阴，活血化瘀。适用于气阴两虚证糖尿病的辅助治疗，可改善多食，多饮，多尿，消瘦，倦怠乏力，自汗盗汗等症状。,中成药>>其他,24 个月,国药准字 B20020493,,密封，防潮。,吉林金恒制药股份有限公司【企业名称】吉林金恒制药股份有限公司,有个别患者出现轻度胃中不舒、恶心现象，减量后恢复正常。,开水冲服，一次 1 袋，一日 3 次。,,药品包装用复合膜 10 g/袋 × 6 袋/盒,,,每袋装 10 g。,国家药品监督管理局标准 WS-5472（B-0472）-2002,,,在医生指导下服用。脾胃虚弱者慎用。孕妇慎用。,,中成药疗效及安全性未经循证医学验证，请遵医嘱谨慎使用。,吉林金恒制药股份有限公司【企业名称】吉林金恒制药股份有限公司,
medicine,791,参地益阴胶囊,shendiyiyinjiaonang,地黄 何首乌 黄精 葛根 西洋参 黄芪 苍术 桑白皮 荔枝核 川芎 牡丹皮 菟丝子 牡蛎,益气养阴。适用于气阴两虚证糖尿病的辅助治疗，可改善口渴多饮，消谷善饥，倦怠乏力，小便量多，心悸失眠等症状。,中成药>>其他,二年,国药准字 B20020724,,密封，防潮，置阴凉干燥处。,,有个别患者服药后，出现上腹部轻微不适或头部稍有闷胀，可自行消失。,口服，一次 4 粒，一日 3 次。,,铝塑板。,,,每粒装 0.35g,,,,在医生指导下使用。,,,山西太原药业有限公司【企业名称】山西太原药业有限公司【地址】山西省太原市晋源区化工路22号【邮编】030021【省份/国家】山西省【电话】0351-6070430【传真】0351-6074034,
medicine,792,生芪消渴胶囊,shengqixiaokejiaonang,黄芪、地黄、丹参。,益气生津，活血化瘀。用于气阴两虚证糖尿病的辅助治疗，可改善倦怠乏力，多食易饥，口渴多饮，小便量多等症状。,中成药>>其他,24个月,,,密封，置阴凉干燥处。,,,口服，一次3-4粒，一日3次。,严重肾功能衰竭者慎用。,药用塑料瓶；60粒/瓶。,,,每粒装0.4g,,,,在医生指导下用药。,,,贵州益佰制药股份有限公司【企业名称】贵州益佰制药股份有限公司【地址】贵州省贵阳市白云大道220-1号【邮编】550008【省份/国家】贵州省【电话】（0851）4705590【传真】（0851）4704019【主页】www.gz-yibai.com,
medicine,793,十六味消渴胶囊,shiliuweixiaokejiaonang,黄芪、地黄、人参、北沙参、山茱萸、山药、石膏、黄连、天花粉、葛根、知母、茯苓、泽泻、苍术、丹参、枸杞子。,益气滋阴，清热生津。用于阴虚燥热型糖尿病的辅助治疗，可改善口渴多饮，多食易饥，小便量多，倦怠乏力，气短懒言，五心烦热，溲赤便干等症状。,中成药>>其他,24 个月。,国药准字 B20020481,,密封，置阴凉干燥处(不超过 20 ℃ )。,,,口服。一次 4-6 粒，一日 3 次，饭前半小时服用。,孕妇忌用。,本品为铝箔 PVC 泡罩包装。每板 12 粒，每盒 4 板。,,,每粒装 0.4 克,国家食品药品监督管理局国家药品标准 WS-5460(B-0460)-2002-2012Z,,,在医生指导下使用。  脾胃虚弱者慎用。,,,山西黄河中药有限公司【企业名称】山西黄河中药有限公司【地址】山西省太谷县龟龄山庄一号【邮编】030800【省份/国家】山西省【电话】0351-4728911【传真】0351-4728914【主页】www.sx-huanghe.com,
